date,language,totalDownloads
1/5/2019,Spanish,423
1/5/2019,Spanish,223
1/5/2019,Spanish,2944
1/5/2019,Spanish,37
1/5/2019,Spanish,282
1/5/2019,Spanish,9
1/5/2019,Spanish,2
1/5/2019,Spanish,17
1/5/2019,Spanish,13
1/4/2019,Spanish,346
1/4/2019,Spanish,42
1/4/2019,Spanish,592
1/4/2019,Spanish,581
1/4/2019,Spanish,51
1/4/2019,Spanish,37
1/4/2019,Spanish,17
1/4/2019,Spanish,73
1/4/2019,Spanish,438
1/4/2019,Spanish,37
1/4/2019,Spanish,1
1/4/2019,Spanish,1843
1/4/2019,Spanish,2
1/4/2019,Spanish,1
1/4/2019,Spanish,447
1/4/2019,Spanish,3
1/4/2019,Spanish,2
1/4/2019,Spanish,10
1/4/2019,Spanish,10
1/3/2019,Spanish,277
1/3/2019,Spanish,8
1/3/2019,Spanish,311
1/3/2019,Spanish,645
1/3/2019,Spanish,41
1/3/2019,Spanish,33
1/3/2019,Spanish,4
1/3/2019,Spanish,63
1/3/2019,Spanish,779
1/3/2019,Spanish,52
1/3/2019,Spanish,1826
1/3/2019,Spanish,1
1/3/2019,Spanish,200
1/3/2019,Spanish,2
1/3/2019,Spanish,15
1/3/2019,Spanish,21
1/3/2019,Spanish,30
1/2/2019,Spanish,67
1/2/2019,Spanish,13
1/2/2019,Spanish,226
1/2/2019,Spanish,985
1/2/2019,Spanish,101
1/2/2019,Spanish,31
1/2/2019,Spanish,4
1/2/2019,Spanish,193
1/2/2019,Spanish,848
1/2/2019,Spanish,88
1/2/2019,Spanish,1612
1/2/2019,Spanish,19
1/2/2019,Spanish,2
1/2/2019,Spanish,2
1/2/2019,Spanish,6
1/2/2019,Spanish,51
1/1/2019,Spanish,102
1/1/2019,Spanish,51
1/1/2019,Spanish,925
1/1/2019,Spanish,442
1/1/2019,Spanish,14
1/1/2019,Spanish,2
1/1/2019,Spanish,18
1/1/2019,Spanish,91
1/1/2019,Spanish,576
1/1/2019,Spanish,79
1/1/2019,Spanish,1089
1/1/2019,Spanish,1
1/1/2019,Spanish,36
1/1/2019,Spanish,35
1/1/2019,Spanish,30
1/12/2018,Spanish,66
1/12/2018,Spanish,15
1/12/2018,Spanish,400
1/12/2018,Spanish,240
1/12/2018,Spanish,50
1/12/2018,Spanish,7
1/12/2018,Spanish,280
1/12/2018,Spanish,354
1/12/2018,Spanish,4
1/12/2018,Spanish,841
1/12/2018,Spanish,56
1/12/2018,Spanish,121
1/12/2018,Spanish,6
1/12/2018,Spanish,1
1/12/2018,Spanish,31
1/11/2018,Spanish,262
1/11/2018,Spanish,42
1/11/2018,Spanish,299
1/11/2018,Spanish,512
1/11/2018,Spanish,69
1/11/2018,Spanish,3
1/11/2018,Spanish,3
1/11/2018,Spanish,224
1/11/2018,Spanish,900
1/11/2018,Spanish,1560
1/11/2018,Spanish,3
1/11/2018,Spanish,1620
1/11/2018,Spanish,2
1/11/2018,Spanish,167
1/11/2018,Spanish,199
1/11/2018,Spanish,8
1/11/2018,Spanish,14
1/10/2018,Spanish,161
1/10/2018,Spanish,66
1/10/2018,Spanish,301
1/10/2018,Spanish,929
1/10/2018,Spanish,67
1/10/2018,Spanish,144
1/10/2018,Spanish,511
1/10/2018,Spanish,969
1/10/2018,Spanish,2916
1/10/2018,Spanish,3
1/10/2018,Spanish,4
1/10/2018,Spanish,237
1/10/2018,Spanish,91
1/10/2018,Spanish,1
1/10/2018,Spanish,13
1/10/2018,Spanish,19
1/9/2018,Spanish,242
1/9/2018,Spanish,63
1/9/2018,Spanish,58
1/9/2018,Spanish,584
1/9/2018,Spanish,70
1/9/2018,Spanish,3
1/9/2018,Spanish,1
1/9/2018,Spanish,64
1/9/2018,Spanish,409
1/9/2018,Spanish,149
1/9/2018,Spanish,2080
1/9/2018,Spanish,3
1/9/2018,Spanish,299
